time (ps),RMSD to cluster 1 (nm)
13540.0,0.6194
13550.0,0.578
13560.0,0.5551
13570.0,0.618
13580.0,0.6119
13590.0,0.6202
13600.0,0.6213
13610.0,0.5151
13620.0,0.6285
13630.0,0.5819
13640.0,0.5903
13650.0,0.8748
13660.0,0.8396
13670.0,0.8729
13680.0,0.8548
13690.0,0.8137
13700.0,0.529
13710.0,0.5254
13720.0,0.4934
13730.0,0.4684
13740.0,0.4759
13750.0,0.9506
13760.0,0.5618
13770.0,0.5531
13780.0,0.5524
13790.0,0.5466
13800.0,0.7035
13810.0,0.5457
13820.0,0.5574
13830.0,0.6901
13840.0,0.5455
13850.0,0.5545
13860.0,0.5447
13870.0,0.5702
13880.0,0.5337
13890.0,0.5573
13900.0,0.5646
13910.0,0.5654
13920.0,0.5462
13930.0,0.5718
13940.0,0.5603
13950.0,0.496
13960.0,0.584
13970.0,0.5937
13980.0,0.6081
13990.0,0.5027
14000.0,0.4962
14010.0,0.5862
14020.0,0.6926
14030.0,0.5143
14040.0,0.5128
14050.0,0.5156
14060.0,0.5198
14070.0,0.5118
14080.0,0.5129
14090.0,0.4973
14100.0,0.5062
14110.0,0.6079
