time (ps),RMSD to cluster 1 (nm)
7810.0,0.9621
7820.0,0.4559
7830.0,0.9415
7840.0,0.9478
7850.0,0.4466
7860.0,0.4196
7870.0,0.9179
7880.0,0.9073
7890.0,0.919
7900.0,0.9202
7910.0,0.9379
7920.0,0.4596
7930.0,0.4709
7940.0,0.4686
7950.0,0.4664
7960.0,0.4872
7970.0,0.4964
7980.0,0.4672
7990.0,0.4554
8000.0,0.4439
8010.0,1.2597
8020.0,1.2563
8030.0,1.2928
8040.0,0.4818
8050.0,1.0672
8060.0,1.0464
8070.0,0.4322
8080.0,0.8936
8090.0,1.0422
8100.0,1.0418
8110.0,0.8825
8120.0,0.8845
8130.0,0.9896
8140.0,1.0117
8150.0,0.873
8160.0,0.995
8170.0,0.9932
8180.0,0.9953
8190.0,0.8752
8200.0,0.8841
8210.0,0.4139
8220.0,0.3986
8230.0,0.4159
8240.0,0.4158
8250.0,0.4391
8260.0,0.4444
8270.0,0.4357
8280.0,0.4451
8290.0,0.4224
8300.0,0.43
8310.0,0.7367
8320.0,0.7248
8330.0,0.7115
8340.0,0.7041
8350.0,0.4744
8360.0,0.7304
8370.0,0.704
8380.0,0.4551
8390.0,0.4552
8400.0,0.6952
8410.0,0.7048
8420.0,0.4765
8430.0,0.5019
8440.0,0.7534
8450.0,0.7606
8460.0,0.7756
8470.0,0.7525
8480.0,0.7332
8490.0,0.7403
8500.0,0.7504
8510.0,0.703
8520.0,0.6993
8530.0,0.7895
8540.0,0.7982
8550.0,0.502
8560.0,0.8332
8570.0,0.8041
8580.0,0.8298
8590.0,0.8353
8600.0,0.8296
8610.0,0.8236
8620.0,1.1838
8630.0,1.1505
8640.0,0.4858
8650.0,0.8285
8660.0,0.827
8670.0,0.818
8680.0,0.5349
8690.0,0.5028
8700.0,0.5136
8710.0,1.1203
8720.0,1.081
8730.0,1.0382
8740.0,0.5371
8750.0,1.0371
8760.0,0.529
8770.0,1.2692
8780.0,1.2786
8790.0,0.5476
8800.0,0.5711
8810.0,0.5766
8820.0,0.5555
8830.0,0.5358
8840.0,0.5305
8850.0,1.3609
8860.0,1.323
8870.0,1.2943
8880.0,1.2812
8890.0,1.2445
8900.0,1.2362
8910.0,0.8794
8920.0,1.0977
8930.0,0.9158
8940.0,1.0997
8950.0,1.0511
8960.0,1.0215
8970.0,1.063
8980.0,1.1121
8990.0,1.108
9000.0,1.0663
9010.0,1.059
9020.0,1.0474
9030.0,1.0087
9040.0,1.0331
9050.0,1.0409
9060.0,1.0452
9070.0,1.0278
9080.0,1.3016
9090.0,1.024
9100.0,1.3527
9110.0,1.2958
